iter	Passed	Remaining
0	7	350
1	8	195
2	9	142
3	10	115
4	10	98
5	11	86
6	12	78
7	13	71
8	14	66
9	15	62
10	16	58
11	17	54
12	18	51
13	19	49
14	20	46
15	20	44
16	21	42
17	22	40
18	23	38
19	24	36
20	25	35
21	26	33
22	27	32
23	28	30
24	29	29
25	30	27
26	30	26
27	31	25
28	32	23
29	33	22
30	34	21
31	35	19
32	36	18
33	37	17
34	38	16
35	39	15
36	40	14
37	40	12
38	41	11
39	42	10
40	43	9
41	44	8
42	45	7
43	46	6
44	47	5
45	48	4
46	49	3
47	50	2
48	51	1
49	51	0
