iter	Logloss
0	0.4224597168
1	0.3216797485
2	0.2618204041
3	0.2274978943
4	0.2077556763
5	0.1930818787
6	0.1790749512
7	0.1768685913
8	0.1661859741
9	0.1605722961
10	0.1579257813
11	0.1501598358
12	0.1483196716
13	0.1470951233
14	0.141715744
15	0.13623526
16	0.1336904297
17	0.130605957
18	0.1279970093
19	0.1240968628
20	0.1220596771
21	0.1191467361
22	0.1152962494
23	0.1144024658
24	0.1126647263
25	0.1120443802
26	0.1069771576
27	0.1060558624
28	0.102110733
29	0.1005342102
30	0.09985943604
31	0.099426651
32	0.09731510162
33	0.09566407776
34	0.09545205688
35	0.09392832947
36	0.09192715454
37	0.09110347748
38	0.09027426147
39	0.08622065735
40	0.0853601532
41	0.08393232727
42	0.08330328369
43	0.08276774597
44	0.08218501282
45	0.08072745514
46	0.0801065979
47	0.07945639038
48	0.07856269073
49	0.07828699493
